Date,Open,High,Low,Close
2001/05/31,57.25,57.76,57.235,57.4
2001/06/01,57.525,57.949995,57.175005,57.785005
2001/06/04,58.050005,58.120005,57.655,58.025
2001/06/05,58.199995,59.0,58.199995,58.905
2001/06/06,58.75,58.894995,58.33,58.42
2001/06/07,58.35,58.72,58.195,58.695
2001/06/08,58.475,58.495005,57.725,58.195
2001/06/11,58.050005,58.050005,57.300005,57.6
2001/06/12,57.050005,57.730005,56.695,57.629995
2001/06/13,57.574995,57.82,57.089995,57.115
2001/06/14,56.675005,56.675005,55.800005,55.800005
2001/06/15,55.425005,56.004995,55.175005,55.665
2001/06/18,55.815,55.915,55.31,55.31
2001/06/19,56.15,56.165,55.235,55.464995
2001/06/20,55.375,56.074995,55.375,56.050005
2001/06/21,56.0,56.725,55.875,56.5
2001/06/22,56.449995,56.449995,55.875,56.14
2001/06/25,56.1,56.19,55.39,55.64
2001/06/26,55.050005,55.775,55.03,55.495005
2001/06/27,55.6,55.839995,55.235,55.5
2001/06/28,55.9,56.69,55.9,56.18
2001/06/29,56.025,56.81,55.955,56.5
2001/07/02,56.300005,56.97,56.300005,56.65
2001/07/03,56.574995,56.675005,56.415,56.620005
2001/07/05,56.445,56.47,55.975,55.975
2001/07/06,55.5,55.54,54.5,54.5
2001/07/09,54.714995,55.1,54.65,54.85
2001/07/10,55.129995,55.155,54.125,54.125
2001/07/11,54.225,54.26,53.629995,54.195
2001/07/12,54.725,55.545,54.72,55.480005
2001/07/13,55.199995,55.870005,55.15,55.745005
2001/07/16,55.775,55.775,55.04,55.1
2001/07/17,55.0,55.75,54.870005,55.75
2001/07/18,55.275,55.545,54.955,55.17
2001/07/19,55.875,56.120005,55.25,55.480005
2001/07/20,55.5,55.644995,55.25,55.485
2001/07/23,55.625,55.695,54.525,54.525
2001/07/24,54.335,54.519995,53.4,53.769995
2001/07/25,53.85,54.47,53.730005,54.449995
2001/07/26,54.339995,55.144995,54.195,55.144995
2001/07/27,55.185,55.42,54.870005,55.24
2001/07/30,55.4,55.4,54.955,55.195
2001/07/31,55.25,55.92,55.205,55.42
2001/08/01,55.6,55.97,55.475,55.660005
2001/08/02,56.175005,56.199995,55.625,55.835
2001/08/03,55.800005,55.800005,55.269995,55.64
2001/08/06,55.6,55.6,54.910005,55.0
2001/08/07,54.949995,55.17,54.9,55.1
2001/08/08,54.925005,55.22,54.050005,54.1
2001/08/09,54.045,54.26,53.805,54.26
2001/08/10,54.300005,54.625,53.574995,54.480005
2001/08/13,54.620005,54.730005,54.36,54.574995
2001/08/14,54.775,54.949995,54.355005,54.455
2001/08/15,54.695,54.695,53.985,53.985
2001/08/16,53.945,54.15,53.550005,54.15
2001/08/17,53.86,53.9,53.17,53.324995
2001/08/20,53.375,53.725,53.35,53.699995
2001/08/21,53.800005,54.15,52.949995,52.949995
2001/08/22,53.29,53.574995,52.86,53.44
2001/08/23,53.449995,53.535005,53.25,53.370005
2001/08/24,53.5,54.345,53.405,54.345
2001/08/27,54.199995,54.35,54.0,54.15
2001/08/28,54.074995,54.074995,53.245005,53.245005
2001/08/29,53.475,53.475,52.65,52.745005
2001/08/30,52.625,52.82,51.705,51.955
2001/08/31,52.074995,52.56,51.915,52.175005
2001/09/04,52.17,53.035005,51.9,51.9
2001/09/05,51.925005,52.06,51.26,51.824995
2001/09/06,51.705,51.705,50.775,50.775
2001/09/07,50.519995,50.839995,49.75,49.75
2001/09/10,49.65,50.300005,49.375,50.125
2001/09/17,47.125,48.550005,47.125,47.745005
2001/09/18,47.725,48.0,47.074995,47.135
2001/09/19,47.25,47.525,45.1,46.5
2001/09/20,45.75,45.949995,45.0,45.0
2001/09/21,43.5,45.0,43.4,44.275
