Date,Open,High,Low,Close
1966/09/09,775.55,781.01,767.92,775.55
1966/09/12,790.59,795.32,775.61,790.59
1966/09/13,795.48,803.11,789.25,795.48
1966/09/14,806.23,809.02,789.58,806.23
1966/09/15,814.3,821.26,804.62,814.3
1966/09/16,814.3,822.93,808.35,814.3
1966/09/19,810.85,818.54,804.0,810.85
1966/09/20,806.01,813.08,801.22,806.01
1966/09/21,793.59,806.73,792.53,793.59
1966/09/22,797.77,801.83,785.69,797.77
1966/09/23,790.97,800.11,787.36,790.97
1966/09/26,792.7,797.32,784.46,792.7
1966/09/27,794.09,805.45,789.53,794.09
1966/09/28,780.95,795.6,777.33,780.95
1966/09/29,772.66,783.18,768.26,772.66
1966/09/30,774.22,779.34,763.91,774.22
1966/10/03,757.96,778.11,756.79,757.96
1966/10/04,763.19,767.53,750.33,763.19
1966/10/05,755.45,768.04,751.72,755.45
1966/10/06,749.61,759.52,744.09,749.61
1966/10/07,744.32,756.84,739.64,744.32
1966/10/10,754.51,758.07,735.74,754.51
1966/10/11,758.63,771.43,752.44,758.63
1966/10/12,778.17,780.12,752.89,778.17
1966/10/13,772.93,791.09,768.81,772.93
1966/10/14,771.71,782.9,765.14,771.71
1966/10/17,778.89,789.14,770.82,778.89
1966/10/18,791.87,795.65,777.44,791.87
1966/10/19,785.35,799.22,779.84,785.35
1966/10/20,783.68,796.04,778.11,783.68
1966/10/21,787.3,791.36,777.17,787.3
1966/10/24,787.75,796.1,781.73,787.75
1966/10/25,793.09,796.6,780.34,793.09
1966/10/26,801.11,809.29,792.31,801.11
1966/10/27,809.57,814.97,800.77,809.57
1966/10/28,807.96,816.64,801.44,807.96
1966/10/31,807.07,812.91,797.04,807.07
1966/11/01,809.63,814.3,800.33,809.63
1966/11/02,807.29,815.92,801.61,807.29
1966/11/03,804.34,812.24,798.32,804.34
1966/11/04,805.06,809.57,793.54,805.06
1966/11/07,802.22,809.85,796.38,802.22
1966/11/09,809.91,815.64,799.72,809.91
1966/11/10,816.87,822.38,807.18,816.87
1966/11/11,819.09,822.32,810.46,819.09
1966/11/14,813.75,823.1,808.29,813.75
1966/11/15,815.31,819.48,808.12,815.31
1966/11/16,820.87,827.33,812.69,820.87
1966/11/17,816.03,825.61,808.9,816.03
1966/11/18,809.4,817.81,804.95,809.4
1966/11/21,798.16,807.73,791.09,798.16
1966/11/22,794.98,799.55,785.46,794.98
1966/11/23,796.82,804.78,789.36,796.82
1966/11/25,803.34,807.68,793.87,803.34
1966/11/28,801.16,808.24,793.59,801.16
1966/11/29,795.26,803.28,791.59,795.26
1966/11/30,791.59,796.21,784.79,791.59
1966/12/01,789.75,797.93,785.63,789.75
1966/12/02,789.47,794.82,783.51,789.47
1966/12/05,791.59,795.54,784.35,791.59
1966/12/06,797.43,800.94,788.25,797.43
1966/12/07,808.01,812.41,795.43,808.01
1966/12/08,812.8,818.81,805.95,812.8
1966/12/09,813.02,818.2,804.95,813.02
1966/12/12,820.54,826.67,810.52,820.54
1966/12/13,816.7,827.22,812.08,816.7
1966/12/14,817.98,823.66,810.63,817.98
1966/12/15,809.18,820.82,804.45,809.18
1966/12/16,807.18,813.02,802.22,807.18
1966/12/19,798.99,807.46,792.7,798.99
1966/12/20,794.59,800.66,789.42,794.59
1966/12/21,797.43,802.0,789.69,797.43
1966/12/22,801.67,807.18,793.87,801.67
1966/12/23,799.1,806.51,793.09,799.1
1966/12/27,792.2,802.61,788.25,792.2
1966/12/28,788.58,799.38,785.96,788.58
1966/12/29,786.35,792.7,781.51,786.35
1966/12/30,785.69,794.59,779.34,785.69
1967/01/03,786.41,800.55,782.34,786.41
1967/01/04,791.14,795.54,776.16,791.14
1967/01/05,805.51,807.9,791.64,805.51
1967/01/06,808.74,816.53,801.67,808.74
1967/01/09,813.47,818.87,803.34,813.47
1967/01/10,814.14,820.93,808.18,814.14
1967/01/11,822.49,827.11,798.71,822.49
1967/01/12,829.95,839.25,819.76,829.95
1967/01/13,835.13,838.47,821.15,835.13
1967/01/16,833.24,842.48,828.12,833.24
1967/01/17,843.65,848.72,830.57,843.65
1967/01/18,847.49,853.34,839.14,847.49
1967/01/19,846.44,853.73,840.81,846.44
1967/01/20,847.16,851.39,838.59,847.16
1967/01/23,847.72,856.68,841.43,847.72
1967/01/24,847.72,853.12,836.3,847.72
1967/01/25,840.59,852.67,837.69,840.59
1967/01/26,838.7,848.27,830.18,838.7
1967/01/27,844.04,850.17,836.14,844.04
1967/01/30,848.11,854.57,840.48,848.11
1967/01/31,849.89,857.02,844.82,849.89
1967/02/01,848.39,854.51,842.54,848.39
1967/02/02,853.12,857.68,842.2,853.12
1967/02/03,857.46,864.09,849.78,857.46
1967/02/06,855.12,862.53,849.72,855.12
1967/02/07,852.51,857.68,847.27,852.51
1967/02/08,860.97,865.37,850.11,860.97
1967/02/09,857.52,871.71,854.06,857.52
1967/02/10,855.73,861.36,847.72,855.73
1967/02/13,853.34,860.52,848.72,853.34
1967/02/14,856.9,862.64,848.39,856.9
1967/02/15,855.79,863.47,850.22,855.79
1967/02/16,851.56,863.42,846.6,851.56
1967/02/17,850.84,856.35,845.88,850.84
1967/02/20,847.88,853.9,839.81,847.88
1967/02/21,844.1,851.39,840.03,844.1
1967/02/23,846.77,851.67,837.31,846.77
1967/02/24,847.33,854.79,839.64,847.33
1967/02/27,836.64,849.44,830.46,836.64
1967/02/28,839.37,844.27,827.95,839.37
